timestamp,temp,conductivity,ph,dissolved_oxygen
2024-09-06T04:00:00Z,22.1,3692.0,8.25,6.34
2024-09-06T05:00:00Z,22.03,3678.0,8.23,5.72
2024-09-06T06:00:00Z,21.99,3632.0,8.17,6.17
2024-09-06T07:00:00Z,21.94,3565.0,8.21,6.28
2024-09-06T08:00:00Z,22.04,3536.0,8.3,6.99
2024-09-06T09:00:00Z,22.32,3492.0,8.54,9.68
2024-09-06T10:00:00Z,22.56,3490.0,8.54,9.33
2024-09-06T11:00:00Z,22.98,3498.0,8.7,9.64
2024-09-06T12:00:00Z,23.45,3523.0,8.89,14.18
2024-09-06T13:00:00Z,23.55,3621.0,8.85,11.96
2024-09-06T14:00:00Z,23.44,3806.0,8.79,10.81
2024-09-06T15:00:00Z,23.86,4014.0,8.85,10.22
2024-09-06T16:00:00Z,23.92,4124.0,8.93,11.66
2024-09-06T17:00:00Z,23.87,4224.0,8.91,10.87
2024-09-06T18:00:00Z,23.82,4283.0,8.83,10.15
2024-09-06T19:00:00Z,23.69,4364.0,8.82,9.42
2024-09-06T20:00:00Z,23.53,4406.0,8.78,9.16
2024-09-06T21:00:00Z,23.35,4416.0,8.73,8.31
2024-09-06T22:00:00Z,23.26,4427.0,8.68,8.11
2024-09-06T23:00:00Z,23.19,4432.0,8.72,7.87
2024-09-07T00:00:00Z,22.97,4081.0,8.76,9.75
2024-09-07T01:00:00Z,22.77,3858.0,8.74,9.73
2024-09-07T02:00:00Z,22.63,3685.0,8.69,9.74
2024-09-07T03:00:00Z,22.5,3612.0,8.62,9.39
2024-09-07T04:00:00Z,22.41,3598.0,8.56,8.71
2024-09-07T05:00:00Z,22.27,3563.0,8.52,8.25
2024-09-07T06:00:00Z,22.22,3569.0,8.49,7.9
2024-09-07T07:00:00Z,22.17,3518.0,8.48,9.24
2024-09-07T08:00:00Z,22.31,3481.0,8.68,9.5
2024-09-07T09:00:00Z,22.5,3446.0,8.74,10.48
2024-09-07T10:00:00Z,22.58,3445.0,8.69,10.66
2024-09-07T11:00:00Z,22.64,3445.0,8.66,10.09
2024-09-07T12:00:00Z,23.38,3498.0,8.85,12.99
2024-09-07T13:00:00Z,23.49,3685.0,8.85,12.02
2024-09-07T14:00:00Z,23.8,3620.0,8.96,14.49
2024-09-07T15:00:00Z,23.54,3790.0,8.88,12.6
2024-09-07T16:00:00Z,23.36,3845.0,8.88,12.5
2024-09-07T17:00:00Z,23.49,3766.0,8.97,14.36
2024-09-07T18:00:00Z,23.4,3782.0,8.92,12.88
2024-09-07T19:00:00Z,23.36,3767.0,8.87,12.62
2024-09-07T20:00:00Z,23.27,3767.0,8.84,10.93
2024-09-07T21:00:00Z,23.16,3772.0,8.76,10.0
2024-09-07T22:00:00Z,23.07,3779.0,8.77,9.51
2024-09-07T23:00:00Z,22.99,3790.0,8.76,9.58
2024-09-08T00:00:00Z,22.92,3797.0,8.72,9.29
2024-09-08T01:00:00Z,22.86,3801.0,8.68,8.81
2024-09-08T02:00:00Z,22.8,3800.0,8.61,8.45
2024-09-08T03:00:00Z,22.75,3796.0,8.51,7.57
2024-09-08T04:00:00Z,22.68,3792.0,8.45,7.17
2024-09-08T05:00:00Z,22.56,3738.0,8.43,7.74
2024-09-08T06:00:00Z,22.48,3678.0,8.46,8.47
2024-09-08T07:00:00Z,22.43,3653.0,8.46,8.06
2024-09-08T08:00:00Z,22.46,3657.0,8.51,7.43
2024-09-08T09:00:00Z,22.87,3689.0,8.71,8.88
2024-09-08T10:00:00Z,23.41,3759.0,8.69,8.23
2024-09-08T11:00:00Z,23.79,3776.0,8.89,11.96
2024-09-08T12:00:00Z,23.34,3779.0,8.77,10.75
2024-09-08T13:00:00Z,23.18,3861.0,8.73,10.39
2024-09-08T14:00:00Z,23.42,3884.0,8.74,10.42
2024-09-08T15:00:00Z,23.55,3895.0,8.77,10.69
2024-09-08T16:00:00Z,23.54,3903.0,8.76,10.44
2024-09-08T17:00:00Z,23.45,3901.0,8.7,9.75
2024-09-08T18:00:00Z,23.3,3899.0,8.62,8.22
2024-09-08T19:00:00Z,23.18,3899.0,8.58,7.68
2024-09-08T20:00:00Z,23.09,3895.0,8.53,6.89
2024-09-08T21:00:00Z,23.03,3885.0,8.49,6.54
2024-09-08T22:00:00Z,22.97,3888.0,8.48,5.93
2024-09-08T23:00:00Z,22.91,3888.0,8.45,5.67
2024-09-09T00:00:00Z,22.85,3886.0,8.41,5.71
2024-09-09T01:00:00Z,22.78,3882.0,8.4,5.7
2024-09-09T02:00:00Z,22.7,3885.0,8.37,5.59
2024-09-09T03:00:00Z,22.62,3887.0,8.35,5.4
2024-09-09T04:00:00Z,22.54,3888.0,8.34,5.18
2024-09-09T05:00:00Z,22.46,3800.0,8.28,5.9
2024-09-09T06:00:00Z,22.45,3820.0,8.16,4.67
2024-09-09T07:00:00Z,22.44,3833.0,8.13,3.72
2024-09-09T08:00:00Z,22.44,3837.0,8.12,3.24
2024-09-09T09:00:00Z,22.4,3832.0,8.13,3.09
2024-09-09T10:00:00Z,22.39,3827.0,8.13,3.75
2024-09-09T11:00:00Z,22.37,3870.0,8.44,7.2
2024-09-09T12:00:00Z,22.31,3892.0,8.39,6.45
2024-09-09T13:00:00Z,22.27,3900.0,8.35,5.64
2024-09-09T14:00:00Z,22.24,3887.0,8.25,5.62
2024-09-09T15:00:00Z,22.21,3872.0,8.26,5.43
2024-09-09T16:00:00Z,22.15,3863.0,8.23,5.0
2024-09-09T17:00:00Z,22.07,3849.0,8.19,4.56
2024-09-09T18:00:00Z,22.03,3848.0,8.17,4.15
2024-09-09T19:00:00Z,21.98,3847.0,8.14,3.85
2024-09-09T20:00:00Z,21.94,3847.0,8.11,3.57
2024-09-09T21:00:00Z,21.88,3854.0,8.09,3.34
2024-09-09T22:00:00Z,21.84,3861.0,8.07,3.32
2024-09-09T23:00:00Z,21.81,3866.0,8.07,3.25
2024-09-10T00:00:00Z,21.77,3867.0,8.05,3.18
2024-09-10T01:00:00Z,21.72,3868.0,8.02,3.05
2024-09-10T02:00:00Z,21.69,3869.0,8.01,2.89
2024-09-10T03:00:00Z,21.66,3871.0,8.01,2.4
2024-09-10T04:00:00Z,21.6,3872.0,7.97,2.55
2024-09-10T05:00:00Z,21.57,3871.0,7.96,2.4
2024-09-10T06:00:00Z,21.56,3871.0,7.95,2.15
2024-09-10T07:00:00Z,21.54,3870.0,7.92,2.37
2024-09-10T08:00:00Z,21.53,3870.0,7.92,2.08
2024-09-10T09:00:00Z,21.53,3865.0,7.91,1.58
2024-09-10T10:00:00Z,21.47,3846.0,7.88,2.84
2024-09-10T11:00:00Z,21.51,3830.0,7.95,2.71
2024-09-10T12:00:00Z,21.65,3682.0,8.14,4.61
2024-09-10T13:00:00Z,22.29,3668.0,8.37,5.67
2024-09-10T14:00:00Z,22.45,3611.0,8.42,7.44
2024-09-10T15:00:00Z,22.42,3571.0,8.26,8.09
2024-09-10T16:00:00Z,22.36,3511.0,8.34,8.75
2024-09-10T17:00:00Z,22.28,3513.0,8.29,6.76
2024-09-10T18:00:00Z,22.09,3518.0,8.24,6.33
2024-09-10T19:00:00Z,21.89,3526.0,8.14,5.78
2024-09-10T20:00:00Z,21.68,3549.0,8.23,5.8
2024-09-10T21:00:00Z,21.49,3594.0,8.26,6.29
2024-09-10T22:00:00Z,21.3,3756.0,8.23,6.06
2024-09-10T23:00:00Z,21.19,3902.0,8.09,5.21
2024-09-11T00:00:00Z,21.12,3951.0,7.99,3.69
2024-09-11T01:00:00Z,21.05,3976.0,7.93,3.13
2024-09-11T02:00:00Z,21.01,4011.0,7.95,3.09
2024-09-11T03:00:00Z,20.98,4027.0,7.96,3.15
2024-09-11T04:00:00Z,20.93,4030.0,7.94,3.11
2024-09-11T05:00:00Z,20.84,4031.0,7.95,2.8
2024-09-11T06:00:00Z,20.77,4042.0,7.91,2.95
2024-09-11T07:00:00Z,20.73,4049.0,7.91,3.13
2024-09-11T08:00:00Z,20.8,4078.0,7.9,3.28
2024-09-11T09:00:00Z,21.09,4093.0,8.03,3.49
2024-09-11T10:00:00Z,21.21,4101.0,8.09,4.63
2024-09-11T11:00:00Z,21.18,4127.0,8.21,5.97
2024-09-11T12:00:00Z,21.34,4116.0,8.24,6.72
2024-09-11T13:00:00Z,21.76,4010.0,8.44,8.39
2024-09-11T14:00:00Z,21.97,3832.0,8.56,9.84
2024-09-11T15:00:00Z,22.17,3679.0,8.62,10.14
2024-09-11T16:00:00Z,22.31,3616.0,8.64,11.64
2024-09-11T17:00:00Z,22.29,3594.0,8.56,11.78
2024-09-11T18:00:00Z,22.19,3577.0,8.38,10.35
2024-09-11T19:00:00Z,22.04,3563.0,8.27,7.61
2024-09-11T20:00:00Z,21.87,3554.0,8.28,7.94
2024-09-11T21:00:00Z,21.74,3569.0,8.17,6.46
2024-09-11T22:00:00Z,21.58,3609.0,8.37,6.74
2024-09-11T23:00:00Z,21.51,3639.0,8.33,7.32
2024-09-12T00:00:00Z,21.39,3695.0,8.25,6.83
2024-09-12T01:00:00Z,21.3,3761.0,8.18,6.11
2024-09-12T02:00:00Z,21.22,3778.0,8.14,5.43
2024-09-12T03:00:00Z,21.06,3849.0,8.19,5.53
2024-09-12T04:00:00Z,21.01,3991.0,8.19,5.72
2024-09-12T05:00:00Z,21.02,4180.0,8.0,5.18
2024-09-12T06:00:00Z,20.97,4257.0,8.01,4.44
2024-09-12T07:00:00Z,20.9,4297.0,7.9,4.38
2024-09-12T08:00:00Z,20.82,4316.0,7.98,4.35
2024-09-12T09:00:00Z,20.69,4322.0,7.9,4.39
2024-09-12T10:00:00Z,20.57,4325.0,7.9,4.24
2024-09-12T11:00:00Z,20.48,4342.0,7.92,4.43
2024-09-12T12:00:00Z,20.37,4370.0,8.01,5.09
2024-09-12T17:00:00Z,20.43,4650.0,8.27,6.0
2024-09-12T18:00:00Z,20.45,4765.0,8.17,5.78
2024-09-12T19:00:00Z,20.38,4835.0,8.1,4.94
2024-09-12T20:00:00Z,20.32,4851.0,8.11,5.14
2024-09-12T21:00:00Z,20.25,4854.0,8.09,4.91
2024-09-12T22:00:00Z,20.17,4858.0,8.07,4.42
2024-09-12T23:00:00Z,20.11,4861.0,8.04,4.24
2024-09-13T00:00:00Z,20.05,4866.0,8.02,3.95
2024-09-13T01:00:00Z,19.93,4844.0,8.0,4.07
2024-09-13T02:00:00Z,19.86,4850.0,8.03,4.72
2024-09-13T03:00:00Z,19.81,4870.0,7.99,3.81
2024-09-13T04:00:00Z,19.62,4872.0,8.05,5.07
2024-09-13T05:00:00Z,19.47,4857.0,8.03,5.22
2024-09-13T06:00:00Z,19.39,4875.0,8.01,5.52
2024-09-13T07:00:00Z,19.28,4882.0,7.89,5.05
2024-09-13T08:00:00Z,19.3,4912.0,7.97,5.1
2024-09-13T09:00:00Z,19.33,4991.0,8.04,5.1
2024-09-13T10:00:00Z,19.3,5018.0,8.03,5.63
2024-09-13T11:00:00Z,19.3,5037.0,8.04,5.69
2024-09-13T12:00:00Z,19.29,5037.0,8.22,7.43
2024-09-13T13:00:00Z,19.3,5055.0,8.26,7.16
2024-09-13T14:00:00Z,19.26,5062.0,8.19,6.53
2024-09-13T15:00:00Z,19.22,5084.0,8.12,6.16
2024-09-13T16:00:00Z,19.2,5107.0,8.07,6.13
2024-09-13T17:00:00Z,19.17,5136.0,8.0,5.81
2024-09-13T18:00:00Z,19.14,5166.0,8.05,5.56
2024-09-13T19:00:00Z,19.11,5182.0,8.08,4.66
2024-09-13T20:00:00Z,19.06,5200.0,7.91,3.91
2024-09-13T21:00:00Z,19.04,5224.0,8.01,4.65
2024-09-13T22:00:00Z,19.02,5356.0,8.11,5.4
2024-09-13T23:00:00Z,19.02,5509.0,8.2,5.94
2024-09-14T00:00:00Z,19.07,5724.0,8.23,6.0
2024-09-14T01:00:00Z,19.04,5805.0,8.19,5.88
2024-09-14T02:00:00Z,19.04,5911.0,8.22,5.71
2024-09-14T03:00:00Z,19.01,6003.0,8.21,6.49
2024-09-14T04:00:00Z,18.97,5999.0,8.14,5.8
2024-09-14T05:00:00Z,18.92,6007.0,8.06,5.14
2024-09-14T06:00:00Z,18.87,6012.0,8.07,4.72
2024-09-14T07:00:00Z,18.82,6013.0,8.11,4.86
2024-09-14T08:00:00Z,18.69,6026.0,8.2,6.56
2024-09-14T09:00:00Z,18.65,6202.0,8.19,7.67
2024-09-14T10:00:00Z,18.63,6304.0,8.13,7.99
2024-09-14T11:00:00Z,18.5,6215.0,8.11,8.17
2024-09-14T12:00:00Z,18.48,6215.0,8.09,7.23
2024-09-14T13:00:00Z,18.49,6266.0,8.03,6.05
2024-09-14T14:00:00Z,18.52,6405.0,8.06,6.97
2024-09-14T15:00:00Z,18.56,6562.0,8.04,7.04
2024-09-14T16:00:00Z,18.55,6673.0,8.09,7.17
2024-09-14T17:00:00Z,18.54,6720.0,8.05,7.6
2024-09-14T18:00:00Z,18.49,6692.0,8.07,8.33
2024-09-14T19:00:00Z,18.46,6676.0,8.0,8.24
2024-09-14T20:00:00Z,18.4,6605.0,8.05,8.68
2024-09-14T21:00:00Z,18.31,6457.0,8.05,8.61
2024-09-14T22:00:00Z,18.17,6147.0,8.02,8.7
2024-09-14T23:00:00Z,18.04,5891.0,8.0,8.66
2024-09-15T00:00:00Z,17.98,5741.0,7.99,8.65
2024-09-15T01:00:00Z,17.94,5615.0,7.97,8.63
2024-09-15T02:00:00Z,17.94,5529.0,7.97,8.76
2024-09-15T03:00:00Z,17.96,5546.0,7.95,8.28
2024-09-15T04:00:00Z,17.97,5615.0,7.92,7.72
2024-09-15T05:00:00Z,17.97,5692.0,7.78,7.23
2024-09-15T06:00:00Z,17.98,5775.0,7.92,8.02
2024-09-15T07:00:00Z,18.02,5771.0,7.89,8.42
2024-09-15T08:00:00Z,18.11,5635.0,7.91,8.67
2024-09-15T09:00:00Z,18.16,5557.0,7.91,8.56
2024-09-15T10:00:00Z,18.26,5579.0,7.92,7.94
2024-09-15T11:00:00Z,18.35,5678.0,7.84,7.81
2024-09-15T12:00:00Z,18.52,5792.0,7.82,7.51
2024-09-15T13:00:00Z,18.62,5815.0,7.74,7.79
2024-09-15T14:00:00Z,18.69,5773.0,7.86,8.55
2024-09-15T15:00:00Z,18.71,5726.0,7.87,8.61
2024-09-15T16:00:00Z,18.71,5707.0,7.87,8.45
2024-09-15T17:00:00Z,18.71,5704.0,7.86,8.0
2024-09-15T18:00:00Z,18.72,5724.0,7.81,7.61
2024-09-15T19:00:00Z,18.72,5777.0,7.82,7.38
2024-09-15T20:00:00Z,18.67,5813.0,7.81,6.96
2024-09-25T15:00:00Z,18.67,5813.0,7.81,6.96
2024-09-25T16:00:00Z,18.26,3838.0,9.07,17.28
2024-09-25T17:00:00Z,17.72,4303.0,8.82,12.51
2024-09-25T18:00:00Z,17.59,4292.0,8.76,10.46
2024-09-25T19:00:00Z,17.53,4301.0,8.71,9.74
2024-09-25T20:00:00Z,17.52,4318.0,8.65,8.39
2024-09-25T21:00:00Z,17.5,4098.0,8.76,9.87
2024-09-25T22:00:00Z,17.51,4183.0,8.65,9.76
2024-09-25T23:00:00Z,17.5,4333.0,8.69,8.67
2024-09-26T00:00:00Z,17.36,4131.0,8.69,9.08
2024-09-26T01:00:00Z,16.99,3773.0,8.61,9.59
2024-09-26T02:00:00Z,16.8,3514.0,8.56,9.78
2024-09-26T03:00:00Z,16.82,3509.0,8.46,9.35
2024-09-26T04:00:00Z,16.79,3385.0,8.38,8.88
2024-09-26T05:00:00Z,16.84,3381.0,8.33,8.46
2024-09-26T06:00:00Z,16.62,3248.0,8.33,8.99
2024-09-26T07:00:00Z,16.53,3154.0,8.31,8.6
2024-09-26T08:00:00Z,16.13,2715.0,8.48,9.87
2024-09-26T09:00:00Z,16.27,2534.0,8.96,15.43
2024-09-26T10:00:00Z,16.6,2894.0,8.85,14.7
2024-09-26T11:00:00Z,16.94,2917.0,8.96,16.0
2024-09-26T12:00:00Z,17.02,2901.0,9.02,16.04
2024-09-26T13:00:00Z,17.2,3348.0,8.95,14.42
2024-09-26T14:00:00Z,17.34,3682.0,8.94,13.32
2024-09-26T15:00:00Z,17.35,3799.0,8.84,12.13
2024-09-26T16:00:00Z,17.44,4001.0,8.77,9.13
2024-09-26T17:00:00Z,17.5,4072.0,8.79,9.28
2024-09-26T18:00:00Z,17.39,3735.0,8.89,10.28
2024-09-26T19:00:00Z,17.31,3479.0,8.89,12.37
2024-09-26T20:00:00Z,17.3,3433.0,8.84,10.94
2024-09-26T21:00:00Z,17.13,2981.0,8.81,12.02
2024-09-26T22:00:00Z,17.11,3090.0,8.75,9.58
2024-09-26T23:00:00Z,17.03,2899.0,8.74,10.67
2024-09-27T00:00:00Z,17.01,2877.0,8.69,10.44
2024-09-27T01:00:00Z,16.94,2767.0,8.63,11.07
2024-09-27T02:00:00Z,16.86,2684.0,8.58,10.95
2024-09-27T03:00:00Z,16.93,2807.0,8.52,9.24
2024-09-27T04:00:00Z,16.98,2875.0,8.5,9.7
2024-09-27T05:00:00Z,16.9,2855.0,8.55,10.31
2024-09-27T06:00:00Z,16.81,2841.0,8.49,9.42
2024-09-27T07:00:00Z,16.78,2826.0,8.46,8.85
2024-09-27T08:00:00Z,16.74,2723.0,8.59,10.46
2024-09-27T09:00:00Z,16.87,2585.0,8.78,13.03
2024-09-27T10:00:00Z,17.15,2779.0,8.88,14.99
2024-09-27T11:00:00Z,17.31,3076.0,8.89,14.51
2024-09-27T12:00:00Z,17.36,3364.0,8.76,12.01
2024-09-27T13:00:00Z,17.46,3373.0,8.88,12.33
2024-09-27T14:00:00Z,17.5,3328.0,9.0,12.33
2024-09-27T15:00:00Z,17.47,3265.0,9.01,12.07
2024-09-27T16:00:00Z,17.46,3460.0,8.73,11.26
2024-09-27T17:00:00Z,17.41,3734.0,8.93,12.08
2024-09-27T18:00:00Z,17.35,3878.0,8.88,11.45
2024-09-27T19:00:00Z,17.42,4159.0,8.75,8.85
2024-09-27T20:00:00Z,17.5,4242.0,8.77,9.01
2024-09-27T21:00:00Z,17.49,4249.0,8.72,7.8
2024-09-27T22:00:00Z,17.48,4250.0,8.57,7.48
2024-09-27T23:00:00Z,17.32,3881.0,8.69,6.92
2024-09-28T00:00:00Z,16.9,3148.0,8.81,10.71
2024-09-28T01:00:00Z,16.84,3069.0,8.8,11.49
2024-09-28T02:00:00Z,16.79,3064.0,8.75,10.76
2024-09-28T03:00:00Z,16.88,3162.0,8.57,7.62
2024-09-28T04:00:00Z,16.96,3265.0,8.44,6.59
2024-09-28T05:00:00Z,16.93,3362.0,8.41,6.75
2024-09-28T06:00:00Z,16.75,3465.0,8.55,8.38
2024-09-28T07:00:00Z,16.65,3438.0,8.59,9.3
2024-09-28T08:00:00Z,16.81,3652.0,8.88,12.4
2024-09-28T09:00:00Z,17.05,3975.0,8.87,10.74
2024-09-28T10:00:00Z,17.3,4228.0,8.8,8.49
2024-09-28T11:00:00Z,17.37,4244.0,8.82,9.01
2024-09-28T12:00:00Z,17.53,4268.0,8.86,9.55
2024-09-28T13:00:00Z,17.74,4308.0,9.07,12.86
2024-09-28T14:00:00Z,17.7,4319.0,9.1,12.95
2024-09-28T15:00:00Z,17.67,4321.0,9.05,11.85
2024-09-28T16:00:00Z,17.58,4310.0,9.06,11.55
2024-09-28T17:00:00Z,17.53,4308.0,9.02,10.62
2024-09-28T18:00:00Z,17.49,4304.0,8.97,9.7
2024-09-28T19:00:00Z,17.45,4305.0,8.93,9.2
2024-09-28T20:00:00Z,17.42,4307.0,8.89,7.89
2024-09-28T21:00:00Z,17.39,4306.0,8.88,7.58
2024-09-28T22:00:00Z,17.37,4308.0,8.82,6.79
2024-09-28T23:00:00Z,16.79,3865.0,8.84,8.8
2024-09-29T00:00:00Z,16.58,3808.0,8.79,8.83
2024-09-29T01:00:00Z,16.43,3759.0,8.76,7.97
2024-09-29T02:00:00Z,16.36,3748.0,8.69,7.35
2024-09-29T03:00:00Z,16.31,3760.0,8.64,5.76
2024-09-29T04:00:00Z,16.15,3656.0,8.63,6.23
2024-09-29T05:00:00Z,15.97,3511.0,8.63,8.63
2024-09-29T06:00:00Z,15.81,3421.0,8.56,7.35
2024-09-29T07:00:00Z,15.75,3382.0,8.53,8.04
2024-09-29T08:00:00Z,15.71,3393.0,8.52,8.44
2024-09-29T09:00:00Z,15.89,3672.0,8.6,6.93
2024-09-29T10:00:00Z,16.04,3776.0,8.79,10.69
2024-09-29T11:00:00Z,16.21,3846.0,8.84,8.99
2024-09-29T12:00:00Z,16.73,3892.0,8.88,9.64
2024-09-29T13:00:00Z,16.86,4011.0,9.14,14.58
2024-09-29T14:00:00Z,17.0,4129.0,9.14,13.45
2024-09-29T15:00:00Z,16.9,4186.0,9.06,11.28
2024-09-29T16:00:00Z,16.74,4193.0,9.01,9.3
2024-09-29T17:00:00Z,16.52,4167.0,8.96,9.89
2024-09-29T18:00:00Z,16.45,4169.0,8.94,9.34
2024-09-29T19:00:00Z,16.41,4210.0,8.97,9.82
2024-09-29T20:00:00Z,16.38,4231.0,8.95,9.6
2024-09-29T21:00:00Z,16.37,4234.0,8.91,8.72
2024-09-29T22:00:00Z,16.35,4231.0,8.85,7.82
2024-09-29T23:00:00Z,16.33,4235.0,8.8,7.03
2024-09-30T00:00:00Z,15.79,3774.0,8.81,7.11
2024-09-30T01:00:00Z,15.32,3462.0,8.84,9.33
2024-09-30T02:00:00Z,15.2,3370.0,8.79,9.15
2024-09-30T03:00:00Z,15.12,3343.0,8.73,8.9
2024-09-30T04:00:00Z,15.02,3332.0,8.7,7.33
2024-09-30T05:00:00Z,14.96,3328.0,8.6,7.71
2024-09-30T06:00:00Z,14.89,3329.0,8.57,6.56
2024-09-30T07:00:00Z,14.86,3328.0,8.52,6.08
2024-09-30T08:00:00Z,14.85,3325.0,8.55,6.08
2024-09-30T09:00:00Z,14.95,3324.0,8.71,6.63
2024-09-30T10:00:00Z,15.25,3364.0,8.99,14.13
2024-09-30T11:00:00Z,15.36,3576.0,8.96,13.33
2024-09-30T12:00:00Z,15.35,3916.0,8.86,10.07
2024-09-30T13:00:00Z,15.43,4065.0,8.84,7.9
2024-09-30T14:00:00Z,15.54,4136.0,8.88,8.61
2024-09-30T15:00:00Z,15.65,4172.0,8.91,8.63
2024-09-30T16:00:00Z,15.68,4183.0,8.91,9.44
2024-09-30T17:00:00Z,15.67,4186.0,8.83,8.52
2024-09-30T18:00:00Z,15.58,4190.0,8.9,9.06
2024-09-30T19:00:00Z,15.55,4193.0,8.88,7.97
2024-09-30T20:00:00Z,14.98,3658.0,9.04,10.85
2024-09-30T21:00:00Z,14.79,3568.0,9.03,11.54
2024-09-30T22:00:00Z,14.75,3435.0,9.09,11.82
2024-09-30T23:00:00Z,14.7,3377.0,9.06,11.75
2024-10-01T00:00:00Z,14.61,3334.0,9.0,11.16
2024-10-01T01:00:00Z,14.52,3325.0,8.96,9.58
2024-10-01T02:00:00Z,14.44,3332.0,8.89,9.73
2024-10-01T03:00:00Z,14.35,3331.0,8.81,8.89
2024-10-01T04:00:00Z,14.26,3311.0,8.8,8.41
2024-10-01T05:00:00Z,14.17,3286.0,8.76,7.89
2024-10-01T06:00:00Z,14.12,3265.0,8.74,7.14
2024-10-01T07:00:00Z,14.01,3221.0,8.78,7.88
2024-10-01T08:00:00Z,13.94,3195.0,8.85,10.89
2024-10-01T09:00:00Z,14.14,3264.0,9.14,15.29
2024-10-01T10:00:00Z,14.39,3712.0,9.03,13.15
2024-10-01T11:00:00Z,14.39,4007.0,8.95,10.21
2024-10-01T12:00:00Z,14.62,4137.0,8.94,9.82
2024-10-01T13:00:00Z,14.82,4235.0,8.98,9.85
2024-10-01T14:00:00Z,14.87,4235.0,8.96,9.63
2024-10-01T15:00:00Z,14.92,4245.0,8.95,9.6
2024-10-01T16:00:00Z,14.92,4255.0,8.97,9.11
2024-10-01T17:00:00Z,14.9,4259.0,8.95,8.46
2024-10-01T18:00:00Z,14.88,4261.0,8.92,6.79
2024-10-01T19:00:00Z,14.9,4259.0,8.88,7.85
2024-10-01T20:00:00Z,14.78,4040.0,8.9,7.59
2024-10-01T21:00:00Z,14.44,3618.0,8.96,10.95
2024-10-01T22:00:00Z,14.43,3547.0,8.96,11.53
2024-10-01T23:00:00Z,14.41,3486.0,8.93,10.85
2024-10-02T00:00:00Z,14.4,3424.0,8.86,10.56
2024-10-02T01:00:00Z,14.39,3391.0,8.85,10.62
2024-10-02T02:00:00Z,14.37,3377.0,8.82,10.33
2024-10-02T03:00:00Z,14.37,3379.0,8.77,10.25
2024-10-02T04:00:00Z,14.38,3385.0,8.76,8.76
2024-10-02T05:00:00Z,14.37,3388.0,8.73,7.63
2024-10-02T06:00:00Z,14.35,3387.0,8.75,7.44
2024-10-02T07:00:00Z,14.33,3387.0,8.72,8.79
2024-10-02T08:00:00Z,14.29,3395.0,8.67,7.06
2024-10-02T09:00:00Z,14.27,3407.0,8.68,6.09
2024-10-02T10:00:00Z,14.29,3457.0,8.62,4.34
2024-10-02T11:00:00Z,14.4,3606.0,8.67,6.63
2024-10-02T12:00:00Z,14.49,3746.0,8.7,6.65
2024-10-02T13:00:00Z,14.61,3873.0,8.68,6.38
2024-10-02T14:00:00Z,14.79,4185.0,8.69,6.5
2024-10-02T15:00:00Z,14.73,4335.0,8.78,7.14
2024-10-02T16:00:00Z,14.68,4339.0,8.77,6.97
2024-10-02T17:00:00Z,14.64,4340.0,8.74,6.14
2024-10-02T18:00:00Z,14.62,4333.0,8.69,5.51
2024-10-02T19:00:00Z,14.62,4328.0,8.63,4.81
2024-10-02T20:00:00Z,14.29,3721.0,8.65,5.6
2024-10-02T21:00:00Z,14.06,3453.0,8.64,7.28
2024-10-02T22:00:00Z,14.09,3432.0,8.69,7.98
2024-10-02T23:00:00Z,14.08,3421.0,8.64,8.62
2024-10-03T00:00:00Z,13.97,3280.0,8.58,7.48
2024-10-03T01:00:00Z,13.98,3284.0,8.58,7.17
2024-10-03T02:00:00Z,13.98,3294.0,8.53,7.37
2024-10-03T03:00:00Z,13.95,3284.0,8.48,7.06
2024-10-03T04:00:00Z,13.7,3002.0,8.43,7.39
2024-10-03T05:00:00Z,13.68,2978.0,8.39,7.04
2024-10-03T06:00:00Z,13.63,2984.0,8.34,6.6
2024-10-03T07:00:00Z,13.68,3044.0,8.29,4.26
2024-10-03T08:00:00Z,13.76,3110.0,8.23,4.16
2024-10-03T09:00:00Z,13.81,3154.0,8.27,5.22
2024-10-03T10:00:00Z,13.85,3162.0,8.26,5.76
2024-10-03T11:00:00Z,13.86,3175.0,8.27,6.44
2024-10-03T12:00:00Z,13.88,3256.0,8.47,6.78
2024-10-03T13:00:00Z,13.98,3525.0,8.53,8.24
2024-10-03T14:00:00Z,14.19,3866.0,8.51,6.63
2024-10-03T15:00:00Z,14.26,4045.0,8.54,6.4
2024-10-03T16:00:00Z,14.27,4076.0,8.52,6.0
2024-10-03T17:00:00Z,14.24,4074.0,8.49,4.69
2024-10-03T18:00:00Z,14.19,4068.0,8.45,3.63
2024-10-03T19:00:00Z,13.56,3433.0,8.39,6.11
2024-10-03T20:00:00Z,13.44,3294.0,8.44,6.71
2024-10-03T21:00:00Z,13.41,3231.0,8.43,6.82
2024-10-03T22:00:00Z,13.42,3205.0,8.4,6.62
2024-10-03T23:00:00Z,13.45,3198.0,8.35,6.49
2024-10-04T00:00:00Z,13.45,3189.0,8.31,5.98
2024-10-04T01:00:00Z,13.41,3174.0,8.27,5.34
2024-10-04T02:00:00Z,13.39,3169.0,8.25,4.38
2024-10-04T03:00:00Z,13.36,3158.0,8.2,3.67
2024-10-04T04:00:00Z,13.23,3042.0,8.16,5.68
2024-10-04T05:00:00Z,13.22,3021.0,8.08,5.56
